#{"source_key": "UNHCR", "source_url": "http://www.unhcr.org/cgi-bin/texis/vtx/home/opendocAttachment.zip?COMID=58aa8f854", "source_date": 2017-02-01, "extract_date": 2017-04-04}
UN major regions,UNHCR-Bureaux,Country/territory of asylum/residence,Type of population,Population Start 2016,of whom assisted by UNHCR Start 2016,Population Mid 2016,of whom assisted by UNHCR Mid 2016,Notes,Misc
Asia,Asia and Pacific,China,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,China,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,China,Others of concern to UNHCR,   1 ,   1 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,China,Total population of concern,"   301,730 ",  835 ,"  301,697 ",  802 ,,
Asia,Asia and Pacific,"China, Hong Kong SAR",Total Refugee and people in refugee-like situations,   133 ,   133 ,   140 ,   140 ,,
Asia,Asia and Pacific,"China, Hong Kong SAR",People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,"China, Hong Kong SAR",Asylum-seekers,"   2,315 ",  -00 ,"  2,315 ",  7 ,,
Asia,Asia and Pacific,"China, Hong Kong SAR",Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,"China, Hong Kong SAR","IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,"China, Hong Kong SAR",Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,"China, Hong Kong SAR",Persons under UNHCR's statelessness mandate,   1 ,   1 ,   1 ,   -00 ,,
Asia,Asia and Pacific,"China, Hong Kong SAR",Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,"China, Hong Kong SAR",Total population of concern,"  2,449 ",  134 ,"  2,456 ",  147 ,,
Asia,Asia and Pacific,"China, Macao SAR",Total Refugee and people in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,"China, Macao SAR",People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,"China, Macao SAR",Asylum-seekers,  7 ,   -00 ,   6 ,   -00 ,,
Asia,Asia and Pacific,"China, Macao SAR",Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,"China, Macao SAR","IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,"China, Macao SAR",Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,"China, Macao SAR",Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,"China, Macao SAR",Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,"China, Macao SAR",Total population of concern,   7 ,   -00 ,   6 ,   -00 ,,
Asia,Asia and Pacific,India,Total Refugee and people in refugee-like situations,"   201,381 ","   27,078 ","  202,185 ","   28,164 ",,
Asia,Asia and Pacific,India,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,India,Asylum-seekers,"  6,480 ","   6,480 ","   8,916 ","   8,916 ",,
Asia,Asia and Pacific,India,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,India,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,India,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,India,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,India,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,India,Total population of concern,"   207,861 ","   33,558 ","  211,101 ","   37,080 ",,
Asia,Asia and Pacific,Indonesia,Total Refugee and people in refugee-like situations,"   5,957 ","   5,957 ","   6,590 ","   6,590 ",,
Asia,Asia and Pacific,Indonesia,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Indonesia,Asylum-seekers,"  7,591 ","   7,591 ","   7,248 ","   7,248 ",,
Asia,Asia and Pacific,Indonesia,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Indonesia,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Indonesia,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Indonesia,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Indonesia,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Indonesia,Total population of concern,"   13,548 ","  13,548 ","  13,838 ","  13,838 ",,
Asia,Asia and Pacific,Iran (Islamic Rep. of),Total Refugee and people in refugee-like situations,"  979,437 ","   979,437 ","   978,120 ","   978,120 ",,
Asia,Asia and Pacific,Iran (Islamic Rep. of),People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Iran (Islamic Rep. of),Asylum-seekers,  42 ,  42 ,  163 ,   163 ,,
Asia,Asia and Pacific,Iran (Islamic Rep. of),Returned refugees,   -00 ,   -00 ,   5 ,   -00 ,,
Asia,Asia and Pacific,Iran (Islamic Rep. of),"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Iran (Islamic Rep. of),Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Iran (Islamic Rep. of),Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Iran (Islamic Rep. of),Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Iran (Islamic Rep. of),Total population of concern,"  979,479 ","   979,479 ","   978,288 ","   978,283 ",,
Asia,Asia and Pacific,Japan,Total Refugee and people in refugee-like situations,"   2,474 ",  369 ,"  2,462 ",  372 ,,
Asia,Asia and Pacific,Japan,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Japan,Asylum-seekers,"  13,831 ",   376 ,"  16,324 ",   292 ,,
Asia,Asia and Pacific,Japan,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Japan,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Japan,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Japan,Persons under UNHCR's statelessness mandate,  603 ,   -00 ,   603 ,   -00 ,,
Asia,Asia and Pacific,Japan,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Japan,Total population of concern,"   16,908 ",   745 ,"  19,389 ",   664 ,p,
Asia,Asia and Pacific,Kazakhstan,Total Refugee and people in refugee-like situations,   708 ,   708 ,   691 ,   691 ,,
Asia,Asia and Pacific,Kazakhstan,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Kazakhstan,Asylum-seekers,  97 ,  97 ,  184 ,   184 ,,
Asia,Asia and Pacific,Kazakhstan,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Kazakhstan,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Kazakhstan,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Kazakhstan,Persons under UNHCR's statelessness mandate,"  7,909 ","   2,161 ","   8,360 ","   2,612 ",,
Asia,Asia and Pacific,Kazakhstan,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Kazakhstan,Total population of concern,"  8,714 ","   2,966 ","   9,235 ","   3,487 ",,
Asia,Asia and Pacific,Kyrgyzstan,Total Refugee and people in refugee-like situations,   354 ,   354 ,   339 ,   339 ,,
Asia,Asia and Pacific,Kyrgyzstan,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Kyrgyzstan,Asylum-seekers,  158 ,   158 ,   125 ,   122 ,,
Asia,Asia and Pacific,Kyrgyzstan,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Kyrgyzstan,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Kyrgyzstan,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Kyrgyzstan,Persons under UNHCR's statelessness mandate,"  9,118 ","   3,274 ","   7,763 ","   2,818 ",,
Asia,Asia and Pacific,Kyrgyzstan,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Kyrgyzstan,Total population of concern,"  9,630 ","   3,786 ","   8,227 ","   3,279 ",,
Asia,Asia and Pacific,Lao People's Dem. Rep.,Total Refugee and people in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Lao People's Dem. Rep.,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Lao People's Dem. Rep.,Asylum-seekers,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Lao People's Dem. Rep.,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Lao People's Dem. Rep.,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Lao People's Dem. Rep.,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Lao People's Dem. Rep.,Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Lao People's Dem. Rep.,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Lao People's Dem. Rep.,Total population of concern,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Malaysia,Total Refugee and people in refugee-like situations,"  94,166 ","  94,166 ","  92,524 ","  92,524 ",,
Asia,Asia and Pacific,Malaysia,People in refugee-like situations,   136 ,   136 ,   111 ,   111 ,,
Asia,Asia and Pacific,Malaysia,Asylum-seekers,"   60,415 ","  60,415 ","  54,450 ","  54,450 ",,
Asia,Asia and Pacific,Malaysia,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Malaysia,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Malaysia,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Malaysia,Persons under UNHCR's statelessness mandate,"  11,689 ",   -00 ,"  11,641 ",   -00 ,ah,
Asia,Asia and Pacific,Malaysia,Others of concern to UNHCR,"   80,000 ",   -00 ,"  80,000 ",   -00 ,,
Asia,Asia and Pacific,Malaysia,Total population of concern,"  246,270 ","   154,581 ","   238,615 ","   146,974 ",,
Asia,Asia and Pacific,Mongolia,Total Refugee and people in refugee-like situations,   9 ,   9 ,   14 ,  14 ,,
Asia,Asia and Pacific,Mongolia,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Mongolia,Asylum-seekers,  6 ,   6 ,   1 ,   1 ,,
Asia,Asia and Pacific,Mongolia,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Mongolia,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Mongolia,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Mongolia,Persons under UNHCR's statelessness mandate,   6 ,   -00 ,   6 ,   -00 ,,
Asia,Asia and Pacific,Mongolia,Others of concern to UNHCR,  -00 ,   -00 ,   3 ,   3 ,,
Asia,Asia and Pacific,Mongolia,Total population of concern,   21 ,  15 ,  24 ,  18 ,,
Asia,Asia and Pacific,Myanmar,Total Refugee and people in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Myanmar,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Myanmar,Asylum-seekers,   1 ,   1 ,   1 ,   1 ,,
Asia,Asia and Pacific,Myanmar,Returned refugees,  -00 ,   -00 ,   3 ,   -00 ,,
Asia,Asia and Pacific,Myanmar,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations","   451,089 ","   351,089 ","   452,747 ","   352,747 ",,
Asia,Asia and Pacific,Myanmar,Returned IDPs,  -00 ,   -00 ,"  1,346 ",  -00 ,,
Asia,Asia and Pacific,Myanmar,Persons under UNHCR's statelessness mandate,"   938,000 ","   100,000 ","   938,000 ","   100,000 ",s,
Asia,Asia and Pacific,Myanmar,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Myanmar,Total population of concern,"   1,389,090 ","   451,090 ","   1,392,097 ","   452,748 ",,
Asia,Asia and Pacific,Nepal,Total Refugee and people in refugee-like situations,"   32,667 ","  17,133 ","  30,277 ","  14,762 ",,
Asia,Asia and Pacific,Nepal,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Nepal,Asylum-seekers,   17 ,  17 ,  23 ,  23 ,,
Asia,Asia and Pacific,Nepal,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Nepal,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Nepal,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Nepal,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,u,
Asia,Asia and Pacific,Nepal,Others of concern to UNHCR,   384 ,   6 ,   351 ,   7 ,,
Asia,Asia and Pacific,Nepal,Total population of concern,"   33,068 ","  17,156 ","  30,651 ","  14,792 ",,
Asia,Asia and Pacific,Pakistan,Total Refugee and people in refugee-like situations,"  1,561,162 ","   1,561,162 ","   1,576,771 ","   1,576,771 ",,
Asia,Asia and Pacific,Pakistan,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Pakistan,Asylum-seekers,"   6,442 ","   6,442 ","   9,250 ","   9,250 ",,
Asia,Asia and Pacific,Pakistan,Returned refugees,   -00 ,   -00 ,   3 ,   3 ,,
Asia,Asia and Pacific,Pakistan,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations","  1,146,108 ","   1,027,560 ","   847,368 ","   847,368 ",,
Asia,Asia and Pacific,Pakistan,Returned IDPs,   -00 ,   -00 ,"  305,970 ","   305,970 ",,
Asia,Asia and Pacific,Pakistan,Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Pakistan,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Pakistan,Total population of concern,"  2,713,712 ","   2,595,164 ","   2,739,362 ","   2,739,362 ",,
Asia,Asia and Pacific,Philippines,Total Refugee and people in refugee-like situations,  269 ,   20 ,  356 ,   144 ,,
Asia,Asia and Pacific,Philippines,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Philippines,Asylum-seekers,   210 ,   -00 ,   190 ,   77 ,,
Asia,Asia and Pacific,Philippines,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Philippines,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations","   63,174 ","  45,404 ","  38,417 ","  33,607 ",,
Asia,Asia and Pacific,Philippines,Returned IDPs,  -00 ,   -00 ,"  193,055 ","   61,545 ",,
Asia,Asia and Pacific,Philippines,Persons under UNHCR's statelessness mandate,"   7,138 ","   7,135 ","   8,084 ","   8,081 ",ai,
Asia,Asia and Pacific,Philippines,Others of concern to UNHCR,   68 ,  -00 ,   68 ,  -00 ,,
Asia,Asia and Pacific,Philippines,Total population of concern,"   70,859 ","  52,559 ","  240,170 ","   103,454 ",,
Asia,Asia and Pacific,Rep. of Korea,Total Refugee and people in refugee-like situations,"   1,463 ",  223 ,"  1,532 ",  163 ,,
Asia,Asia and Pacific,Rep. of Korea,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Rep. of Korea,Asylum-seekers,"  5,442 ",  462 ,"  6,295 ",  177 ,,
Asia,Asia and Pacific,Rep. of Korea,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Rep. of Korea,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Rep. of Korea,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Rep. of Korea,Persons under UNHCR's statelessness mandate,  197 ,   4 ,   197 ,   4 ,,
Asia,Asia and Pacific,Rep. of Korea,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Rep. of Korea,Total population of concern,"   7,102 ",  689 ,"  8,024 ",  344 ,,
Asia,Asia and Pacific,Singapore,Total Refugee and people in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Singapore,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Singapore,Asylum-seekers,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Singapore,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Singapore,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Singapore,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Singapore,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Singapore,Others of concern to UNHCR,   1 ,   -00 ,   1 ,   -00 ,,
Asia,Asia and Pacific,Singapore,Total population of concern,  1 ,   -00 ,   1 ,   -00 ,,
Asia,Asia and Pacific,Sri Lanka,Total Refugee and people in refugee-like situations,  784 ,   784 ,   764 ,   764 ,,
Asia,Asia and Pacific,Sri Lanka,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Sri Lanka,Asylum-seekers,   608 ,   608 ,   555 ,   555 ,,
Asia,Asia and Pacific,Sri Lanka,Returned refugees,  -00 ,   -00 ,   338 ,   309 ,,
Asia,Asia and Pacific,Sri Lanka,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations","   44,934 ",   -00 ,"  33,436 ",   -00 ,y,
Asia,Asia and Pacific,Sri Lanka,Returned IDPs,  -00 ,   -00 ,"  9,079 ",  -00 ,,
Asia,Asia and Pacific,Sri Lanka,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Sri Lanka,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Sri Lanka,Total population of concern,"   46,326 ","  1,392 ","   44,172 ","  1,628 ",,
Asia,Asia and Pacific,Tajikistan,Total Refugee and people in refugee-like situations,"  1,969 ",  885 ,"  2,485 ","   1,518 ",,
Asia,Asia and Pacific,Tajikistan,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Tajikistan,Asylum-seekers,  341 ,   53 ,  409 ,   121 ,,
Asia,Asia and Pacific,Tajikistan,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Tajikistan,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Tajikistan,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Tajikistan,Persons under UNHCR's statelessness mandate,"  19,469 ","  18,740 ","  18,883 ","  18,114 ",,
Asia,Asia and Pacific,Tajikistan,Others of concern to UNHCR,  53 ,  53 ,  -00 ,   -00 ,,
Asia,Asia and Pacific,Tajikistan,Total population of concern,"  21,832 ","  19,731 ","  21,777 ","  19,753 ",,
Asia,Asia and Pacific,Thailand,Total Refugee and people in refugee-like situations,"  108,261 ","   108,261 ","   107,071 ","   107,071 ",,
Asia,Asia and Pacific,Thailand,People in refugee-like situations,"  53,116 ","  53,116 ","  53,116 ","  53,116 ",,
Asia,Asia and Pacific,Thailand,Asylum-seekers,"   8,271 ","   8,271 ","   7,825 ","   7,825 ",,
Asia,Asia and Pacific,Thailand,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Thailand,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Asia,Asia and Pacific,Thailand,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
